lemma,pos,synonyms,hypernyms
bilge,NN,bilge|bilge water,water|H2O|bottom|underside|undersurface
blip,NN,blip|pip|radar target,shock|blow|radar echo
carefree,JJ,carefree|devil-may-care|freewheeling|happy-go-lucky|harum-scarum|slaphappy|unworried,NA
fortnight,NN,fortnight|two weeks,time period|period of time|period
hardworking,JJ,hardworking|industrious|tireless|untiring,NA
incumbent,NN,incumbent|officeholder,official|functionary|holder
irrevocable,JJ,irrevocable|irrevokable,NA
nestle,VB,cuddle|draw close|nest|nestle|nuzzle|snuggle,cling to|hold close|hold tight|clutch|lie|put|set|place|pose|position|lay
talker,NN,speaker|talker|utterer|verbaliser|verbalizer,articulator
undies,NN,undies,lingerie|intimate apparel
xenophobia,NN,xenophobia,social phobia
heckler,NN,badgerer|heckler,troublemaker|trouble maker|troubler|mischief-maker|bad hat
metaphorically,RB,metaphorically,NA
adrenalin,NN,Adrenalin|adrenaline|epinephrin|epinephrine,hormone|endocrine|internal secretion|catecholamine|neurotransmitter|vasoconstrictor|vasoconstrictive|pressor
Audubon,NN,Audubon|John James Audubon,NA
centimeter,NN,centimeter|centimetre|cm,metric linear unit
groundless,JJ,baseless|groundless|idle|unfounded|unwarranted|wild,NA
imprint,VB,form|impress|imprint,influence|act upon|work|change surface
overdo,VB,exaggerate|overdo,make|do
recitation,NN,class period|course session|drill|exercise|practice|practice session|reading|recital|recitation,matter|public speaking|speechmaking|speaking|oral presentation|session|training|preparation|grooming
singly,RB,individually|on an individual basis|one by one|separately|severally|singly,NA
unending,JJ,aeonian|ageless|eonian|eternal|everlasting|perpetual|unceasing|unending,NA
vagueness,NN,vagueness,unclearness|indistinctness|softness|blurriness|fogginess|fuzziness
watermark,NN,water line|watermark,line|marker|marking|mark
coulter,NN,colter|coulter,wedge
heel,VB,heel|list|reheel,lean|tilt|tip|slant|angle|follow|travel along|dance|trip the light fantastic|trip the light fantastic toe|hit|repair|mend|fix|bushel|doctor|furbish up|restore|touch on
MEIR,NN,Golda Meir|Meir,NA
mote,NN,atom|corpuscle|molecule|mote|particle|speck,material|stuff
adversity,NN,adversity|hard knocks|hardship,misfortune|bad luck|tough luck|ill luck
aggravate,VB,aggravate|exacerbate|exasperate|worsen,change|alter|modify|anger
amphetamine,NN,amphetamine|pep pill|speed|upper,stimulant|stimulant drug|excitant|drug of abuse|street drug
ecumenical,JJ,cosmopolitan|ecumenic|ecumenical|general|oecumenic|oecumenical|universal|world-wide|worldwide,NA
grudgingly,RB,grudgingly,NA
irritant,NN,irritant|thorn,annoyance|bother|botheration|pain|infliction|pain in the neck|pain in the ass
mechanistic,JJ,mechanistic,NA
nub,NN,center|centre|core|essence|gist|heart|heart and soul|inwardness|kernel|marrow|meat|nitty-gritty|nub|nubble|pith|stub|substance|sum,bulge|bump|hump|swelling|gibbosity|gibbousness|jut|prominence|protuberance|protrusion|extrusion|excrescence|part|piece|content|cognitive content|mental object
putter,NN,putter|putting iron,golfer|golf player|linksman|iron
rascal,NN,imp|knave|monkey|rapscallion|rascal|rogue|scalawag|scallywag|scamp|varlet,villain|scoundrel|child|kid|youngster|minor|shaver|nipper|small fry|tiddler|tike|tyke|fry|nestling
renown,NN,celebrity|fame|renown,honor|honour|laurels
revolutionize,VB,inspire|overturn|revolutionise|revolutionize,change|alter|modify|overthrow|subvert|overturn|bring down|indoctrinate
tingle,VB,prickle|tingle,itch
tingle,NN,chill|frisson|prickling|quiver|shiver|shudder|thrill|tingle|tingling,fear|fearfulness|fright|somesthesia|somaesthesia|somatesthesia|somatic sensation
torsion,NN,contortion|crookedness|torque|torsion|tortuosity|tortuousness,distorted shape|distortion|force
underhanded,JJ,sneaky|underarm|underhand|underhanded,NA
Anguilla,NN,Anguilla|genus Anguilla,fish genus
classically,RB,classically,NA
contextual,JJ,contextual,NA
fervently,RB,fervently|fervidly|fierily,NA
briton,NN,Brit|Britisher|Briton,European|Celt|Kelt
compositional,JJ,compositional,NA
disjoint,JJ,disjoint,NA
facilitation,NN,facilitation,condition|status|organic phenomenon|aid|assist|assistance|help
foxtrot,NN,fox-trot|foxtrot,ballroom dancing|ballroom dance
foxtrot,VB,foxtrot,dance|trip the light fantastic|trip the light fantastic toe
Fulbright,NN,Fulbright|James William Fulbright|William Fulbright,NA
huffy,JJ,feisty|huffy|mad|sore|thin-skinned|touchy,NA
maxi,JJ,maxi,NA
paddock,NN,paddock,pen
paprika,NN,bell pepper|Capsicum annuum grossum|paprika|pimento|pimiento|sweet pepper|sweet pepper plant,capsicum|pepper|capsicum pepper plant|flavorer|flavourer|flavoring|flavouring|seasoner|seasoning
stingy,JJ,meager|meagerly|meagre|scrimpy|stingy|ungenerous,NA
trotter,NN,trotter|trotting horse,animal foot|foot|racehorse|race horse|bangtail
unprovoked,JJ,motiveless|unprovoked|wanton,NA
anniversary,NN,anniversary|day of remembrance,day
anxiety,NN,anxiety|anxiousness,psychological state|psychological condition|mental state|mental condition|emotion
austerity,NN,asceticism|austerity|nonindulgence,self-discipline|self-denial
carbine,NN,carbine,rifle
fabled,JJ,fabled|legendary,NA
lustful,JJ,concupiscent|lascivious|lewd|libidinous|lubricious|lustful|lusty|prurient|salacious,NA
mystify,VB,amaze|baffle|beat|bewilder|dumbfound|flummox|get|gravel|mystify|nonplus|perplex|pose|puzzle|stick|stupefy|vex,confuse|throw|fox|befuddle|fuddle|bedevil|confound|discombobulate|obscure|blot out|obliterate|veil|hide
nab,VB,apprehend|arrest|collar|cop|nab|nail|pick up,tag|seize|prehend|clutch
nightlife,NN,night life|nightlife,entertainment|amusement|diversion|recreation
practicable,JJ,executable|feasible|operable|practicable|viable|workable,NA
prismatic,JJ,prismatic,NA
referential,JJ,referential,NA
rendering,NN,interlingual rendition|interpretation|interpreting|rendering|rendition|translation|version,performance|public presentation|explanation|written record|written account|coating|coat|drawing|payment|defrayal|defrayment
secretion,NN,secernment|secretion,organic process|biological process|liquid body substance|bodily fluid|body fluid|humor|humour
synthetic,NN,synthetic|synthetic substance,compound|chemical compound
BRUCKNER,NN,Anton Bruckner|Bruckner,NA
chary,JJ,cagey|cagy|chary,NA
Bolivian,JJ,Bolivian,NA
Bolivian,NN,Bolivian,South American
coexistence,NN,coexistence,being|beingness|existence
downwind,RB,downwind|windward,NA
downwind,JJ,downwind|lee(a),NA
flamethrower,NN,flamethrower,weapon|arm|weapon system
gutless,JJ,gutless|namby-pamby|spineless|wishy-washy,NA
KINSEY,NN,Alfred Charles Kinsey|Kinsey,NA
terrapin,NN,terrapin,turtle
blimp,NN,blimp|Blimp|Colonel Blimp|sausage|sausage balloon,reactionary|ultraconservative|extreme right-winger|airship|dirigible
entrails,NN,entrails|innards|viscera,internal organ|viscus
extravaganza,NN,extravaganza,entertainment|amusement
hospitalization,NN,hospital care|hospitalisation|hospitalization|hospitalization insurance,time period|period of time|period|condition|status|health insurance|medical care|medical aid
memorization,NN,committal to memory|memorisation|memorization,learning|acquisition
methodical,JJ,methodical,NA
misspell,VB,misspell,spell|spell out
muddle,NN,clutter|fix|fuddle|hole|jam|jumble|kettle of fish|mare's nest|mess|muddle|pickle|smother|welter,disorderliness|disorder|difficulty
muddle,VB,addle|muddle|puddle,roil|rile|jumble|confuse|mix up
oboe,NN,hautbois|hautboy|oboe,double-reed instrument|double reed
pearly,JJ,pearly|pearly-white,NA
scrooge,NN,churl|niggard|scrooge|skinflint,hoarder
unruly,JJ,boisterous|disobedient|indocile|rambunctious|robustious|rumbustious|uncontrollable|ungovernable|unruly,NA
unwind,VB,decompress|disentangle|loosen up|make relaxed|relax|slow down|unbend|unlax|unroll|unstrain|unwind|wind off,move|displace|undo|change state|turn|affect
SPEER,NN,Albert Speer|Speer,NA
absurdly,RB,absurdly,NA
aggregation,NN,accumulation|aggregation|assemblage|assembling|collecting|collection,group|grouping
concoction,NN,concoction|confection|intermixture|mixture,foodstuff|food product|mix|mixture|invention|innovation|excogitation|conception|design|creating from raw materials
contentment,NN,contentment,happiness
crawler,NN,angleworm|ass-kisser|crawler|creeper|dew worm|earthworm|fishing worm|fishworm|lackey|nightcrawler|nightwalker|red worm|sycophant|toady|wiggler,flatterer|adulator|person|individual|someone|somebody|mortal|soul|oligochaete|oligochaete worm
cruelly,RB,cruelly,NA
culpable,JJ,blamable|blameable|blameful|blameworthy|censurable|culpable,NA
ellipse,NN,ellipse|oval,conic section|conic
hacksaw,NN,hack saw|hacksaw|metal saw,saw
napkin,NN,diaper|napkin|nappy|serviette|table napkin,table linen|napery|garment
preposition,NN,preposition,function word|closed-class word|place|position
shaving,NN,grazing|paring|shave|shaving|skimming|sliver,depilation|epilation|fragment|touch|touching
slingshot,NN,catapult|sling|slingshot,plaything|toy
tithe,NN,tithe,levy|offering
tithe,VB,tithe,charge|bill|levy|impose|pay
twofold,JJ,double|doubled|dual|three-fold|threefold|treble|two-fold|twofold,NA
twofold,RB,two times|twofold,NA
cliched,JJ,cliched|ready-made,NA
fantastically,RB,fabulously|fantastically|incredibly,NA
firestone,NN,firestone,flint|sandstone
loudness,NN,brashness|flashiness|garishness|gaudiness|glitz|intensity|loudness|meretriciousness|tawdriness|volume,sound property|tastelessness
masochistic,JJ,masochistic,NA
reeve,NN,reeve,ruff|Philomachus pugnax
argon,NN,Ar|argon|atomic number 18,chemical element|element|noble gas|inert gas|argonon
banish,VB,ban|banish|bar|blackball|cast out|ostracise|ostracize|relegate|shun,expel|throw out|kick out|chase away|drive out|turn back|drive away|dispel|drive off|run off
bittersweet,JJ,bittersweet|semisweet,NA
bittersweet,NN,American bittersweet|bittersweet|bittersweet nightshade|Celastrus scandens|climbing bittersweet|climbing nightshade|deadly nightshade|false bittersweet|poisonous nightshade|shrubby bittersweet|Solanum dulcamara|staff vine|waxwork|woody nightshade,nightshade|vine
confessional,NN,confessional,booth|cubicle|stall|kiosk
deference,NN,complaisance|compliance|compliancy|deference|obligingness|respect|respectfulness,politeness|civility|courtesy|good manners|agreeableness|agreeability
environmentalism,NN,environmentalism,philosophical doctrine|philosophical theory|preservation|saving
fatherhood,NN,Father|Father-God|fatherhood|Fatherhood|paternity,kinship|family relationship|relationship|position|post|berth|office|spot|billet|place|situation
hone,VB,hone|perfect,sharpen|better|improve|amend|ameliorate|meliorate
hyperbolic,JJ,hyperbolic|inflated,NA
intractable,JJ,intractable,NA
naivete,NN,naiveness|naivete|naivety,quality
perseverance,NN,doggedness|perseverance|perseveration|persistence|persistency|pertinacity|tenaciousness|tenacity,determination|purpose|continuance|continuation
siesta,NN,siesta,nap|catnap|cat sleep|forty winks|short sleep|snooze
sociologist,NN,sociologist,social scientist
unannounced,JJ,unannounced|unheralded|unpredicted,NA
unravel,VB,ravel|ravel out|run|unknot|unpick|unravel|unscramble|untangle,undo|disentangle|unsnarl|straighten out|disintegrate
acceptably,RB,acceptably|so-so|tolerably,NA
jute,NN,jute|Jute,plant fiber|plant fibre|European
untouchable,NN,Harijan|untouchable,outcast|castaway|pariah|Ishmael
VICKSBURG,NN,siege of Vicksburg|Vicksburg,NA
antagonism,NN,antagonism|enmity|hostility,state|opposition|oppositeness|hostility|enmity|ill will|dislike|hindrance|hinderance|interference
autobiographical,JJ,autobiographic|autobiographical,NA
downer,NN,depressant|downer|sedative|sedative drug,medicine|medication|medicament|medicinal drug|drug of abuse|street drug
fable,NN,allegory|apologue|fable|fabrication|fiction|legend|parable,falsehood|falsity|untruth|story
flaunt,VB,flash|flaunt|ostentate|show off|swank,expose|exhibit|display
grange,NN,grange,farm
idolatry,NN,cultism|devotion|idol worship|idolatry|veneration,worship
macabre,JJ,ghastly|grim|grisly|gruesome|macabre|sick,NA
perilous,JJ,parlous|perilous|precarious|touch-and-go,NA
puritan,NN,prude|puritan|Puritan,Protestant|abstainer|ascetic|unpleasant person|disagreeable person
pus,NN,festering|ichor|Pansa|purulence|pus|Pus|sanies|suppuration,Hindu calendar month|liquid body substance|bodily fluid|body fluid|humor|humour
racetrack,NN,racecourse|racetrack|raceway|track,course
raisin,NN,raisin,dried fruit
reciprocate,VB,reciprocate,act|move
simian,JJ,simian,NA
simian,NN,simian,primate
socialistic,JJ,socialist|socialistic,NA
steadfast,JJ,firm|staunch|steadfast|steady|stiff|unbendable|unfaltering|unshakable|unswerving|unwavering,NA
unenlightened,JJ,naive|unenlightened|uninstructed,NA
zucchini,NN,courgette|zucchini,marrow|marrow squash|vegetable marrow|summer squash
densely,RB,densely|dumbly|obtusely|thickly,NA
bibliographical,JJ,bibliographic|bibliographical,NA
busily,RB,busily,NA
caloric,JJ,caloric|thermal|thermic,NA
chaplain,NN,chaplain,clergyman|reverend|man of the cloth
gloat,VB,crow|gloat|triumph,boast|tout|swash|shoot a line|brag|gas|blow|bluster|vaunt|gasconade|look
gloat,NN,glee|gloat|gloating,satisfaction
illegality,NN,illegality,unlawfulness
incomparable,JJ,incomparable|uncomparable,NA
legitimize,VB,decriminalise|decriminalize|legalise|legalize|legitimate|legitimatise|legitimatize|legitimise|legitimize,permit|allow|let|countenance
masochism,NN,masochism,sexual pleasure
Mendel,NN,Gregor Mendel|Johann Mendel|Mendel,NA
nasty,JJ,awful|cruddy|filthy|foul|nasty|smutty|tight,NA
Nepalese,JJ,Nepalese|Nepali,NA
Nepalese,NN,Nepalese|Nepali,Asian|Asiatic
nightgown,NN,gown|night-robe|nightdress|nightgown|nightie,lingerie|intimate apparel|nightwear|sleepwear|nightclothes
normality,NN,N|normalcy|normality,condition|status|relative quantity|expectedness|conformity|conformance
plucky,JJ,feisty|gutsy|plucky|spunky,NA
posh,JJ,classy|posh|swish,NA
quicksand,NN,quicksand,situation|pit|cavity
sanctimonious,JJ,holier-than-thou|pharisaic|pharisaical|pietistic|pietistical|sanctimonious|self-righteous,NA
sledgehammer,NN,maul|sledge|sledgehammer,hammer
starfish,NN,sea star|starfish,echinoderm
tartar,NN,calculus|cream of tartar|dragon|Mongol Tatar|potassium bitartrate|potassium hydrogen tartrate|tartar|Tartar|Tatar|tophus,salt|unpleasant woman|disagreeable woman|Mongol|Mongolian|crust|incrustation|encrustation
transpose,VB,commute|counterchange|interchange|permute|transfer|transplant|transpose,change by reversal|turn|reverse|shift|change|alter|modify|transfer|arrange|set
unkind,JJ,pitiless|unkind,NA
CARBONDALE,NN,Carbondale,NA
dibble,NN,dibber|dibble,hand tool
carnation,NN,carnation|clove pink|Dianthus caryophyllus|gillyflower,pink|garden pink
continuance,NN,continuance|continuation|duration,activity|time period|period of time|period|time
discernable,JJ,discernable|discernible,NA
farmland,NN,cultivated land|farming area|farmland|ploughland|plowland|tillage|tilled land|tilth,country|rural area|land|ground|soil
infuse,VB,impregnate|inculcate|infuse|instill|steep|tincture,drill|fill|fill up|make full|steep|infuse|soak|imbue|inject|shoot
internationalist,NN,internationalist,advocate|advocator|proponent|exponent|socialist
internationalist,JJ,internationalist|internationalistic,NA
Jamestown,NN,Jamestown,NA
lacrosse,NN,lacrosse,field game
mutate,VB,mutate,change
positional,JJ,positional,NA
sophistry,NN,sophism|sophistication|sophistry,fallacy|false belief
stranglehold,NN,chokehold|stranglehold|throttlehold,power|powerfulness|wrestling hold
syphilis,NN,lues|lues venerea|pox|syph|syphilis,venereal disease|VD|venereal infection|social disease|Cupid's itch|Cupid's disease|Venus's curse|dose|sexually transmitted disease|STD
ANGLIA,NN,Anglia,NA
EMILE,NN,Emile,NA
Redeemer,NN,Christ|Deliverer|Good Shepherd|Jesus|Jesus Christ|Jesus of Nazareth|redeemer|Redeemer|Savior|Saviour|the Nazarene,money handler|money dealer
seasoning,NN,flavorer|flavoring|flavourer|flavouring|seasoner|seasoning,ingredient|fixings|change of state
alimony,NN,alimony|maintenance,support payment
bossy,JJ,autocratic|bossy|dominating|high-and-mighty|magisterial|peremptory,NA
dogfight,NN,dogfight|hassle|rough-and-tumble|scuffle|tussle,contest|competition|fight|fighting|combat|scrap|battle|conflict|engagement
meditative,JJ,brooding|broody|contemplative|meditative|musing|pensive|pondering|reflective|ruminative,NA
menagerie,NN,menagerie|zoo|zoological garden,collection|aggregation|accumulation|assemblage|facility|installation
monstrosity,NN,freak|lusus naturae|monster|monstrosity,mutant|mutation|variation|sport|malformation|miscreation
nugget,NN,nugget,hunk|lump
numbness,NN,apathy|indifference|numbness|spiritlessness,symptom|passivity|passiveness
overall,NN,boilers suit|boilersuit|overall,work-clothing|work-clothes|coverall
preventable,JJ,preventable,NA
redefinition,NN,redefinition,definition
sadism,NN,sadism,sexual pleasure
saintly,JJ,angelic|angelical|beatific|sainted|saintlike|saintly,NA
secede,VB,break away|secede|splinter,separate|part|split up|split|break|break up
GUEVARA,NN,Che Guevara|Ernesto Guevara|Guevara,NA
defrost,VB,de-ice|defrost|deice,dissolve|thaw|unfreeze|unthaw|dethaw|melt
dreg,NN,dreg,small indefinite quantity|small indefinite amount
entrust,VB,commit|confide|entrust|intrust|leave|trust,pass|hand|reach|pass on|turn over|give|pass|hand|reach|pass on|turn over|give
